season,team_id,week,slot,starter_name,starter_points,bench_alternative,bench_points,points_left_on_bench,team_name
2025,1,5,RB,Alvin Kamara,9.5,Jacory Croskey-Merritt,27.0,17.5,"Two Gibbs, One Kupp"
2024,12,3,WR,Mike Evans,3.7,Jakobi Meyers,21.2,17.5,El Ultimo Hombre
2025,9,7,FLEX,Nico Collins,6.7,Travis Hunter,24.1,17.4,Cartel Del Taco
2025,7,1,FLEX,Rashod Bateman,3.0,Javonte Williams,20.4,17.4,Allen to this!
2023,12,17,RB,Zack Moss,0.0,Jonathan Taylor,17.400000000000002,17.4,El Ultimo Hombre
2025,5,15,WR,Xavier Worthy,5.5,DJ Moore,22.9,17.4,One-cut Heroes
2022,6,5,FLEX,Nyheim Hines,1.8,Raheem Mostert,19.2,17.4,Whos Yurdatty
2023,3,15,WR,Stefon Diggs,8.8,Terry McLaurin,26.1,17.3,Kareemin' My Jeans
2024,3,9,RB,Nick Chubb,4.5,Rico Dowdle,21.7,17.2,Kareemin' My Jeans
2024,7,17,FLEX,Terry McLaurin,1.5,Mike Gesicki,18.6,17.1,Cee Dees in the Face
2022,6,11,FLEX,Kadarius Toney,0.0,Donovan Peoples-Jones,17.1,17.1,Whos Yurdatty
2024,6,3,FLEX,Cam Akers,9.9,Dallas Goedert,27.0,17.1,Whos Yurdatty
2022,12,12,FLEX,Parris Campbell,3.4000000000000004,Brian Robinson Jr.,20.5,17.1,Shart City Poo Bums
2022,7,9,WR,Romeo Doubs,2.8,Mecole Hardman,19.9,17.1,Worst Cook
2025,11,5,FLEX,Jakobi Meyers,7.2,AJ Barner,24.3,17.1,Seattle  Ricks 
2022,9,16,RB,Jamaal Williams,3.4000000000000004,Devin Singletary,20.5,17.1,Slim Pickins
2025,11,11,FLEX,Troy Franklin,12.4,Kenneth Gainwell,29.5,17.1,Seattle  Ricks 
2025,6,4,QB,Lamar Jackson,12.68,Bo Nix,29.740000000000002,17.06,Whos Yurdatty
2022,6,13,QB,Lamar Jackson,1.34,Trevor Lawrence,18.36,17.02,Whos Yurdatty
2022,5,12,RB,Caleb Huntley,2.3000000000000003,Samaje Perine,19.3,17.0,One-cut Heroes
2025,10,10,FLEX,Jordan Addison,6.5,Emeka Egbuka,23.5,17.0,Team Clucker Fuckers
2025,5,10,FLEX,Jauan Jennings,17.1,TreVeyon Henderson,34.0,16.9,One-cut Heroes
2024,9,7,RB,James Cook,9.2,Javonte Williams,26.1,16.9,Cartel Del Taco
2024,4,15,RB,Tyrone Tracy Jr.,4.5,Jerome Ford,21.4,16.9,Greendale Human Beings
2024,11,16,FLEX,Zach Charbonnet,3.3,Gus Edwards,20.1,16.8,Seattle  Ricks 
2025,7,13,FLEX,Darnell Mooney,4.5,Christian Watson,21.3,16.8,Allen to this!
2024,4,13,FLEX,Rome Odunze,4.5,Jonnu Smith,21.3,16.8,Greendale Human Beings
2025,8,7,WR,George Pickens,12.200000000000001,Keenan Allen,28.9,16.7,Run CMC
2024,4,13,FLEX,Cooper Kupp,4.7,Jonnu Smith,21.3,16.6,Greendale Human Beings
2022,3,2,FLEX,Adam Thielen,9.2,Christian Kirk,25.8,16.6,Kareemin' My Jeans
2025,1,9,FLEX,Cooper Kupp,0.0,RJ Harvey,16.6,16.6,"Two Gibbs, One Kupp"
2022,6,17,QB,Trevor Lawrence,4.48,Brock Purdy,21.06,16.58,Whos Yurdatty
2022,1,16,TE,Greg Dulcich,13.9,Tyler Higbee,30.4,16.5,D. Adams Family
2022,3,12,FLEX,Dameon Pierce,4.6,Adam Thielen,21.1,16.5,Kareemin' My Jeans
2023,5,16,WR,Davante Adams,1.4,Romeo Doubs,17.9,16.5,One-cut Heroes
2022,5,3,FLEX,Corey Davis,4.7,Isaiah McKenzie,21.2,16.5,One-cut Heroes
2024,9,1,FLEX,Marvin Harrison Jr.,1.4,Brian Robinson Jr.,17.9,16.5,Cartel Del Taco
2023,8,13,FLEX,Marquise Brown,0.0,Brandin Cooks,16.5,16.5,False Shart
2025,11,13,FLEX,Troy Franklin,4.1,Zach Ertz,20.6,16.5,Seattle  Ricks 
2023,9,10,QB,Josh Allen,16.38,Brock Purdy,32.84,16.46,Olivas - Alone
2023,10,14,WR,Keenan Allen,12.8,Drake London,29.2,16.4,Team Clucker Fuckers
2022,6,8,WR,Rashod Bateman,0.0,Devin Duvernay,16.400000000000002,16.4,Whos Yurdatty
2025,4,2,TE,David Njoku,8.0,Tucker Kraft,24.4,16.4,Flipadelphia Cheesestoinks
2022,4,3,FLEX,Allen Lazard,14.5,Khalil Herbert,30.900000000000002,16.4,Greendale Human Beings
2025,2,1,FLEX,Kaleb Johnson,-0.2,Cedric Tillman,16.2,16.4,Show Me Dem TDs
2025,6,5,FLEX,Elic Ayomanor,3.8,Sam LaPorta,20.200000000000003,16.4,Whos Yurdatty
2022,7,16,QB,Aaron Rodgers,15.32,Jared Goff,31.700000000000003,16.38,Worst Cook
2024,9,4,WR,Davante Adams,0.0,George Pickens,16.3,16.3,Cartel Del Taco
2025,6,3,FLEX,Deebo Samuel,4.9,Jake Ferguson,21.200000000000003,16.3,Whos Yurdatty
2025,8,6,WR,Keenan Allen,6.7,Brian Thomas Jr.,23.0,16.3,Run CMC
2023,5,15,WR,DJ Moore,9.2,Chris Godwin,25.5,16.3,One-cut Heroes
2025,4,4,WR,A.J. Brown,2.7,Khalil Shakir,18.9,16.2,Flipadelphia Cheesestoinks
2023,10,4,RB,Rhamondre Stevenson,6.0,Khalil Herbert,22.2,16.2,Team Clucker Fuckers
2023,9,4,FLEX,D'Andre Swift,17.900000000000002,David Montgomery,34.1,16.2,Olivas - Alone
2022,11,6,FLEX,Tony Pollard,7.2,Chase Claypool,23.400000000000002,16.2,Seattle  Ricks 
2025,11,7,QB,Jayden Daniels,19.740000000000002,Justin Herbert,35.900000000000006,16.16,Seattle  Ricks 
2023,4,4,QB,Tua Tagovailoa,15.979999999999997,Lamar Jackson,32.14,16.16,Greendale Human Beings
2024,6,13,RB,Tony Pollard,8.8,Najee Harris,24.9,16.1,Whos Yurdatty
2023,6,1,FLEX,Skyy Moore,0.4,Zay Jones,16.5,16.1,Whos Yurdatty
2024,10,8,FLEX,Michael Pittman Jr.,2.6,Chris Olave,18.700000000000003,16.1,Team Clucker Fuckers
2023,3,15,WR,DeVonta Smith,10.0,Terry McLaurin,26.1,16.1,Kareemin' My Jeans
2025,5,12,TE,Harold Fannin Jr.,8.4,Hunter Henry,24.5,16.1,One-cut Heroes
2022,6,17,RB,Rhamondre Stevenson,7.1000000000000005,Raheem Mostert,23.099999999999998,16.0,Whos Yurdatty
2023,4,15,FLEX,DeAndre Hopkins,4.1,Clyde Edwards-Helaire,20.1,16.0,Greendale Human Beings
2024,9,11,QB,Russell Wilson,6.299999999999999,Jordan Love,22.24,15.94,Cartel Del Taco
2025,4,13,FLEX,Aaron Jones Sr.,4.5,Chuba Hubbard,20.400000000000002,15.9,Flipadelphia Cheesestoinks
2025,1,17,FLEX,CeeDee Lamb,9.600000000000001,Jacory Croskey-Merritt,25.5,15.9,"Two Gibbs, One Kupp"
2025,1,9,RB,Alvin Kamara,0.7000000000000002,RJ Harvey,16.6,15.9,"Two Gibbs, One Kupp"
2023,11,10,TE,Evan Engram,5.2,Trey McBride,21.1,15.9,Seattle  Ricks 
2023,5,9,QB,Matthew Stafford,0.0,Jordan Love,15.82,15.82,One-cut Heroes
2023,4,3,RB,Derrick Henry,2.0,Jerick McKinnon,17.8,15.8,Greendale Human Beings
2023,12,15,FLEX,Calvin Ridley,8.9,Ty Chandler,24.700000000000003,15.8,El Ultimo Hombre
2023,10,9,FLEX,Puka Nacua,6.2,Diontae Johnson,22.0,15.8,Team Clucker Fuckers
2025,9,3,RB,Breece Hall,9.2,Omarion Hampton,24.9,15.7,Cartel Del Taco
2024,8,11,FLEX,Alexander Mattison,9.9,Jameson Williams,25.6,15.7,Here's to you
2024,9,8,WR,Drake London,7.4,Marvin Harrison Jr.,23.1,15.7,Cartel Del Taco
2024,5,13,WR,Deebo Samuel Sr.,4.0,Jayden Reed,19.700000000000003,15.7,One-cut Heroes
2022,12,2,WR,Jerry Jeudy,2.2,Jahan Dotson,17.9,15.7,Shart City Poo Bums
2022,7,15,TE,Mark Andrews,6.1,Dawson Knox,21.8,15.7,Worst Cook
2023,6,14,WR,Amon-Ra St. Brown,5.1,Odell Beckham Jr.,20.700000000000003,15.6,Whos Yurdatty
2024,4,8,FLEX,Rome Odunze,8.4,Tyrone Tracy Jr.,24.0,15.6,Greendale Human Beings
2024,4,17,FLEX,Rome Odunze,2.5,Wan'Dale Robinson,18.1,15.6,Greendale Human Beings
2024,10,3,FLEX,Rhamondre Stevenson,0.30000000000000027,Christian Kirk,15.9,15.6,Team Clucker Fuckers
2024,7,4,QB,Derek Carr,8.06,Geno Smith,23.6,15.54,Cee Dees in the Face
2024,1,2,TE,Sam LaPorta,3.3,Brock Bowers,18.8,15.5,LaPorta Potty
2022,11,11,WR,DeAndre Hopkins,18.1,Joshua Palmer,33.6,15.5,Seattle  Ricks 
2024,9,15,RB,Brian Robinson Jr.,11.7,Tyjae Spears,27.200000000000003,15.5,Cartel Del Taco
2022,1,14,RB,James Cook,2.5,J.K. Dobbins,18.0,15.5,D. Adams Family
2024,4,15,FLEX,Rome Odunze,5.9,Jerome Ford,21.4,15.5,Greendale Human Beings
2024,8,1,TE,Kyle Pitts,11.6,Isaiah Likely,27.1,15.5,Here's to you
2022,8,11,FLEX,Marquez Valdes-Scantling,2.8,George Pickens,18.3,15.5,False Shart
2022,9,16,FLEX,Garrett Wilson,5.0,Devin Singletary,20.5,15.5,Slim Pickins
2024,12,8,RB,Travis Etienne Jr.,0.0,Bucky Irving,15.4,15.4,El Ultimo Hombre
2022,6,11,FLEX,Devin Duvernay,1.7,Donovan Peoples-Jones,17.1,15.4,Whos Yurdatty
2022,5,3,FLEX,AJ Dillon,5.800000000000001,Isaiah McKenzie,21.2,15.4,One-cut Heroes
2024,9,11,FLEX,T.J. Hockenson,3.3,Javonte Williams,18.7,15.4,Cartel Del Taco
2025,9,2,RB,Breece Hall,5.800000000000001,Rhamondre Stevenson,21.200000000000003,15.4,Cartel Del Taco
2024,8,16,WR,Puka Nacua,13.600000000000001,Jameson Williams,29.0,15.4,Here's to you
2024,11,2,WR,Brandon Aiyuk,8.3,Jaxon Smith-Njigba,23.700000000000003,15.4,Seattle  Ricks 
2022,5,1,QB,Dak Prescott,4.460000000000001,Marcus Mariota,19.799999999999997,15.34,One-cut Heroes
2023,12,15,QB,C.J. Stroud,0.0,Kyler Murray,15.34,15.34,El Ultimo Hombre
2025,5,7,FLEX,TreVeyon Henderson,0.5,Tez Johnson,15.8,15.3,One-cut Heroes
2024,3,16,FLEX,Nick Chubb,0.0,Zay Flowers,15.3,15.3,Kareemin' My Jeans
2022,6,1,FLEX,Hunter Renfrow,5.1,Amon-Ra St. Brown,20.4,15.3,Whos Yurdatty
2024,8,5,FLEX,Alexander Mattison,10.100000000000001,Alec Pierce,25.4,15.3,Here's to you
2025,8,1,WR,Terry McLaurin,4.7,Michael Pittman Jr.,20.0,15.3,Run CMC
2024,6,16,FLEX,Najee Harris,4.2,Ameer Abdullah,19.5,15.3,Whos Yurdatty
2022,7,11,FLEX,Miles Sanders,5.8,Christian Watson,21.1,15.3,Worst Cook
2025,4,2,FLEX,Ricky Pearsall,9.200000000000001,Tucker Kraft,24.4,15.2,Flipadelphia Cheesestoinks
2024,7,13,FLEX,CeeDee Lamb,5.9,Nick Westbrook-Ikhine,21.1,15.2,Cee Dees in the Face
2023,10,14,WR,Puka Nacua,14.0,Drake London,29.2,15.2,Team Clucker Fuckers
2023,10,9,WR,Cooper Kupp,6.800000000000001,Diontae Johnson,22.0,15.2,Team Clucker Fuckers
2024,6,13,FLEX,Taysom Hill,9.7,Najee Harris,24.9,15.2,Whos Yurdatty
2023,8,12,FLEX,Gus Edwards,4.7,Tyler Higbee,19.9,15.2,False Shart
2023,3,15,FLEX,Aaron Jones,10.9,Terry McLaurin,26.1,15.2,Kareemin' My Jeans
2023,11,7,QB,Justin Herbert,12.86,Kirk Cousins,28.020000000000003,15.16,Seattle  Ricks 
2025,1,5,FLEX,Cooper Kupp,11.9,Jacory Croskey-Merritt,27.0,15.1,"Two Gibbs, One Kupp"
2024,8,16,FLEX,Chase Brown,13.9,Jameson Williams,29.0,15.1,Here's to you
2023,4,15,RB,Derrick Henry,5.0,Clyde Edwards-Helaire,20.1,15.1,Greendale Human Beings
2024,6,13,RB,Aaron Jones,9.799999999999999,Najee Harris,24.9,15.1,Whos Yurdatty
2023,11,3,FLEX,Josh Jacobs,11.0,Mike Williams,26.1,15.1,Seattle  Ricks 
2022,12,17,FLEX,Diontae Johnson,5.5,Richie James,20.6,15.1,Shart City Poo Bums
2025,4,10,QB,Jalen Hurts,14.02,Mac Jones,29.060000000000002,15.04,Flipadelphia Cheesestoinks
2025,3,15,WR,Justin Jefferson,4.2,Mike Evans,19.200000000000003,15.0,Shooting Ropes💦
2022,2,11,K,Graham Gano,-2.0,Brandon McManus,13.0,15.0,Show Me Dem TDs
2022,3,2,WR,Ja'Marr Chase,10.8,Christian Kirk,25.8,15.0,Kareemin' My Jeans
2023,12,9,D/ST,Giants D/ST,-1.0,Chiefs D/ST,14.0,15.0,El Ultimo Hombre
2022,10,1,RB,David Montgomery,8.0,Kareem Hunt,23.0,15.0,Team Clucker Fuckers
2025,10,5,QB,Daniel Jones,20.68,Sam Darnold,35.64,14.96,Team Clucker Fuckers
2022,8,4,RB,Alvin Kamara,0.0,Rex Burkhead,14.9,14.9,False Shart
2022,2,5,FLEX,Jerick McKinnon,9.200000000000001,Jakobi Meyers,24.1,14.9,Show Me Dem TDs
2023,10,6,FLEX,Puka Nacua,6.6,Drake London,21.5,14.9,Team Clucker Fuckers
2025,5,2,FLEX,TreVeyon Henderson,6.0,Jauan Jennings,20.9,14.9,One-cut Heroes
2024,1,13,FLEX,D'Andre Swift,9.4,Keenan Allen,24.3,14.9,LaPorta Potty
2024,1,11,QB,C.J. Stroud,10.879999999999999,Derek Carr,25.72,14.84,LaPorta Potty
2024,8,13,TE,Kyle Pitts,0.0,Isaiah Likely,14.8,14.8,Here's to you
2022,6,17,FLEX,Rachaad White,9.8,Dalton Schultz,24.6,14.8,Whos Yurdatty
2024,4,12,FLEX,Rome Odunze,8.9,Jonnu Smith,23.700000000000003,14.8,Greendale Human Beings
2025,8,8,QB,Dak Prescott,6.620000000000001,Jaxson Dart,21.42,14.8,Run CMC
2023,10,8,QB,Gardner Minshew,18.82,Joe Burrow,33.620000000000005,14.8,Team Clucker Fuckers
2023,4,8,QB,Lamar Jackson,13.98,Tua Tagovailoa,28.76,14.78,Greendale Human Beings
2023,12,17,QB,C.J. Stroud,14.92,Kyler Murray,29.68,14.76,El Ultimo Hombre
2022,7,2,FLEX,Josh Jacobs,9.100000000000001,Rashod Bateman,23.8,14.7,Worst Cook
2023,3,8,WR,Jakobi Meyers,2.9000000000000004,Garrett Wilson,17.6,14.7,Kareemin' My Jeans
2024,5,13,FLEX,Darnell Mooney,5.0,Jayden Reed,19.700000000000003,14.7,One-cut Heroes
2025,5,15,FLEX,Ashton Jeanty,8.2,DJ Moore,22.9,14.7,One-cut Heroes
2024,1,12,FLEX,J.K. Dobbins,8.9,Keenan Allen,23.6,14.7,LaPorta Potty
2023,3,1,WR,Garrett Wilson,14.4,Jakobi Meyers,29.1,14.7,Kareemin' My Jeans
2025,3,9,FLEX,Chimere Dike,7.5,Dalton Kincaid,22.1,14.6,Shooting Ropes💦
2025,6,1,WR,Tyreek Hill,8.0,Deebo Samuel,22.6,14.6,Whos Yurdatty
2025,3,15,WR,Jaylen Waddle,4.6,Mike Evans,19.200000000000003,14.6,Shooting Ropes💦
2025,7,5,TE,Mark Andrews,4.2,Darren Waller,18.8,14.6,Allen to this!
2022,9,16,FLEX,Mike Evans,5.9,Devin Singletary,20.5,14.6,Slim Pickins
2023,12,14,WR,Ja'Marr Chase,5.9,Jayden Reed,20.5,14.6,El Ultimo Hombre
2022,12,10,FLEX,Jerry Jeudy,0.0,Brian Robinson Jr.,14.6,14.6,Shart City Poo Bums
2024,2,4,QB,Jalen Hurts,18.32,Baker Mayfield,32.88,14.56,Show Me Dem TDs
2022,12,15,TE,Gerald Everett,8.2,Juwan Johnson,22.7,14.5,Shart City Poo Bums
2024,6,1,FLEX,Raheem Mostert,3.9,Tony Pollard,18.400000000000002,14.5,Whos Yurdatty
2022,5,3,WR,Gabe Davis,6.7,Isaiah McKenzie,21.2,14.5,One-cut Heroes
2024,1,4,FLEX,David Montgomery,15.0,D'Andre Swift,29.5,14.5,LaPorta Potty
2024,9,8,FLEX,Brian Robinson Jr.,8.6,Marvin Harrison Jr.,23.1,14.5,Cartel Del Taco
2024,3,9,FLEX,Dalton Kincaid,7.2,Rico Dowdle,21.7,14.5,Kareemin' My Jeans
2023,10,3,FLEX,Drake London,5.1,DJ Chark Jr.,19.6,14.5,Team Clucker Fuckers
2024,6,16,FLEX,Kendre Miller,5.1,Ameer Abdullah,19.5,14.4,Whos Yurdatty
2025,9,4,RB,Breece Hall,16.1,Omarion Hampton,30.5,14.4,Cartel Del Taco
2025,7,1,RB,Nick Chubb,6.0,Javonte Williams,20.4,14.4,Allen to this!
2024,9,1,FLEX,Drake London,3.5,Brian Robinson Jr.,17.9,14.4,Cartel Del Taco
2025,7,17,WR,Jakobi Meyers,7.9,Christian Watson,22.3,14.4,Allen to this!
2024,4,16,FLEX,Rome Odunze,9.7,Jerome Ford,24.1,14.4,Greendale Human Beings
2022,6,15,QB,Brock Purdy,23.48,Trevor Lawrence,37.82,14.34,Whos Yurdatty
2023,9,12,FLEX,Tee Higgins,0.0,Gerald Everett,14.3,14.3,Olivas - Alone
2025,3,16,WR,Jaylen Waddle,12.2,Parker Washington,26.5,14.3,Shooting Ropes💦
2022,9,13,FLEX,Mike Evans,9.9,Garrett Wilson,24.2,14.3,Slim Pickins
2022,7,17,RB,Miles Sanders,6.1000000000000005,Cordarrelle Patterson,20.4,14.3,Worst Cook
2022,10,17,RB,Kareem Hunt,0.9,Kenneth Walker III,15.200000000000001,14.3,Team Clucker Fuckers
2024,2,1,QB,Jalen Hurts,23.42,Baker Mayfield,37.66,14.24,Show Me Dem TDs
2024,4,17,FLEX,Cooper Kupp,3.9000000000000004,Wan'Dale Robinson,18.1,14.2,Greendale Human Beings
2023,6,17,FLEX,Austin Ekeler,4.000000000000001,Isaiah Likely,18.2,14.2,Whos Yurdatty
2022,1,7,FLEX,Rondale Moore,4.1,Terry McLaurin,18.3,14.2,D. Adams Family
2023,10,4,FLEX,Zay Flowers,8.0,Khalil Herbert,22.2,14.2,Team Clucker Fuckers
2022,5,5,QB,Jared Goff,5.86,Marcus Mariota,19.98,14.12,One-cut Heroes
2022,10,3,RB,David Montgomery,1.1,Breece Hall,15.200000000000001,14.1,Team Clucker Fuckers
2025,1,4,FLEX,Jameson Williams,5.7,RJ Harvey,19.8,14.1,"Two Gibbs, One Kupp"
2024,6,12,FLEX,Ladd McConkey,14.3,Jaylen Waddle,28.4,14.1,Whos Yurdatty
2022,7,11,WR,Michael Gallup,7.1000000000000005,Christian Watson,21.1,14.0,Worst Cook
2024,1,1,FLEX,Tank Dell,8.9,J.K. Dobbins,22.9,14.0,LaPorta Potty
2025,9,8,D/ST,Steelers D/ST,-7.0,Browns D/ST,7.0,14.0,Cartel Del Taco
2022,2,5,D/ST,Dolphins D/ST,-1.0,Colts D/ST,13.0,14.0,Show Me Dem TDs
2025,8,1,FLEX,George Pickens,6.0,Michael Pittman Jr.,20.0,14.0,Run CMC
2022,12,16,D/ST,Broncos D/ST,-3.0,Bills D/ST,11.0,14.0,Shart City Poo Bums
2024,7,17,D/ST,Cowboys D/ST,-3.0,Bears D/ST,11.0,14.0,Cee Dees in the Face
2023,8,17,FLEX,Jordan Addison,5.800000000000001,Jaylen Warren,19.8,14.0,False Shart
2022,7,17,FLEX,Dalvin Cook,6.4,Cordarrelle Patterson,20.4,14.0,Worst Cook
2024,4,13,D/ST,Chiefs D/ST,4.0,Chargers D/ST,18.0,14.0,Greendale Human Beings
2023,5,4,QB,Jordan Love,19.64,Anthony Richardson,33.6,13.96,One-cut Heroes
2023,4,16,WR,Mike Evans,27.6,George Pickens,41.5,13.9,Greendale Human Beings
2025,12,15,FLEX,Woody Marks,10.8,Tyrone Tracy Jr.,24.7,13.9,Blunder Bust 2000
2025,11,5,FLEX,Christian Kirk,10.4,AJ Barner,24.3,13.9,Seattle  Ricks 
2022,10,6,TE,Hayden Hurst,5.1,Robert Tonyan,19.0,13.9,Team Clucker Fuckers
2025,2,13,FLEX,Brock Wright,0.0,Evan Engram,13.9,13.9,Show Me Dem TDs
2025,6,3,TE,Sam LaPorta,7.300000000000001,Jake Ferguson,21.200000000000003,13.9,Whos Yurdatty
2022,7,11,FLEX,Dalvin Cook,7.2,Christian Watson,21.1,13.9,Worst Cook
2023,5,7,FLEX,Chris Godwin,12.600000000000001,Josh Downs,26.5,13.9,One-cut Heroes
2022,3,2,WR,A.J. Brown,11.9,Christian Kirk,25.8,13.9,Kareemin' My Jeans
2025,1,9,QB,Patrick Mahomes,10.5,Jared Goff,24.36,13.86,"Two Gibbs, One Kupp"
2025,8,9,QB,Dak Prescott,17.4,Jaxson Dart,31.240000000000002,13.84,Run CMC
2024,11,15,QB,Brock Purdy,3.9799999999999995,Justin Herbert,17.8,13.82,Seattle  Ricks 
2025,10,2,FLEX,Courtland Sutton,1.6,Bhayshul Tuten,15.399999999999999,13.8,Team Clucker Fuckers
2025,3,17,FLEX,Adonai Mitchell,5.2,Parker Washington,19.0,13.8,Shooting Ropes💦
2023,1,14,RB,Jerome Ford,13.200000000000001,Ezekiel Elliott,27.0,13.8,MaChungus
2025,5,10,FLEX,Tez Johnson,20.2,TreVeyon Henderson,34.0,13.8,One-cut Heroes
2023,5,7,WR,Davante Adams,12.7,Josh Downs,26.5,13.8,One-cut Heroes
2024,6,1,RB,Zamir White,4.6000000000000005,Tony Pollard,18.400000000000002,13.8,Whos Yurdatty
2025,11,2,FLEX,Xavier Legette,0.8,Rachaad White,14.6,13.8,Seattle  Ricks 
2025,8,13,FLEX,Keenan Allen,7.0,D'Andre Swift,20.8,13.8,Run CMC
2025,8,16,FLEX,Audric Estime,6.6000000000000005,Quentin Johnston,20.4,13.8,Run CMC
2023,3,10,RB,Aaron Jones,9.4,Devin Singletary,23.1,13.7,Kareemin' My Jeans
2022,3,4,FLEX,Adam Thielen,15.2,Dameon Pierce,28.900000000000002,13.7,Kareemin' My Jeans
2024,9,16,FLEX,Marvin Harrison Jr.,7.9,Tyjae Spears,21.6,13.7,Cartel Del Taco
2024,9,8,WR,Davante Adams,9.4,Marvin Harrison Jr.,23.1,13.7,Cartel Del Taco
2022,9,6,FLEX,Garrett Wilson,1.8,Chris Godwin,15.5,13.7,Slim Pickins
2024,6,17,FLEX,Tyreek Hill,19.5,Marvin Mims Jr.,33.2,13.7,Whos Yurdatty
2024,2,6,FLEX,Jerry Jeudy,4.5,Ray Davis,18.200000000000003,13.7,Show Me Dem TDs
2025,4,7,RB,David Montgomery,5.8999999999999995,Zach Charbonnet,19.5,13.6,Flipadelphia Cheesestoinks
2022,4,3,RB,Nick Chubb,17.3,Khalil Herbert,30.900000000000002,13.6,Greendale Human Beings
2025,5,11,RB,Chase Brown,18.7,TreVeyon Henderson,32.3,13.6,One-cut Heroes
2025,11,16,FLEX,Brian Thomas Jr.,3.8,Zach Charbonnet,17.4,13.6,Seattle  Ricks 
2023,5,9,RB,Saquon Barkley,14.3,Rachaad White,27.900000000000002,13.6,One-cut Heroes
2022,8,10,FLEX,Chuba Hubbard,1.4000000000000001,Marquez Valdes-Scantling,15.0,13.6,False Shart
2022,11,17,FLEX,Joshua Palmer,0.0,Taysom Hill,13.560000000000002,13.56,Seattle  Ricks 
2022,8,8,TE,Dallas Goedert,12.4,Tyler Conklin,25.9,13.5,False Shart
2022,3,4,RB,Damien Harris,15.4,Dameon Pierce,28.900000000000002,13.5,Kareemin' My Jeans
2025,11,13,WR,Amon-Ra St. Brown,0.0,Kayshon Boutte,13.5,13.5,Seattle  Ricks 
2024,1,16,FLEX,D'Andre Swift,8.3,Tank Dell,21.8,13.5,LaPorta Potty
2023,2,2,WR,A.J. Brown,6.9,Adam Thielen,20.4,13.5,Show Me Dem TDs
2025,3,10,TE,Dalton Kincaid,5.7,Juwan Johnson,19.200000000000003,13.5,Shooting Ropes💦
2023,7,11,RB,De'Von Achane,1.5,Ty Chandler,15.0,13.5,Put it Justin??
2022,11,9,TE,Taysom Hill,1.12,Noah Fant,14.600000000000001,13.48,Seattle  Ricks 
2025,9,4,QB,Caleb Williams,13.780000000000001,Drake Maye,27.22,13.44,Cartel Del Taco
2025,7,2,QB,Josh Allen,11.82,Trevor Lawrence,25.240000000000002,13.42,Allen to this!
2022,7,13,FLEX,Skyy Moore,1.2000000000000002,Curtis Samuel,14.600000000000001,13.4,Worst Cook
2025,9,4,FLEX,Xavier Worthy,17.1,Omarion Hampton,30.5,13.4,Cartel Del Taco
2024,1,12,WR,Tank Dell,10.2,Keenan Allen,23.6,13.4,LaPorta Potty
2025,7,13,RB,Saquon Barkley,5.6000000000000005,Kyle Monangai,19.0,13.4,Allen to this!
2024,4,3,FLEX,Jerome Ford,10.0,Rome Odunze,23.4,13.4,Greendale Human Beings
2024,4,8,RB,Tank Bigsby,10.600000000000001,Tyrone Tracy Jr.,24.0,13.4,Greendale Human Beings
2022,6,5,FLEX,Amon-Ra St. Brown,5.8,Raheem Mostert,19.2,13.4,Whos Yurdatty
2023,11,15,TE,Evan Engram,6.800000000000001,Trey McBride,20.200000000000003,13.4,Seattle  Ricks 
2025,12,14,FLEX,Ladd McConkey,2.2,Woody Marks,15.600000000000001,13.4,Blunder Bust 2000
2023,11,2,QB,Justin Herbert,26.200000000000003,Kirk Cousins,39.56,13.36,Seattle  Ricks 
2025,11,16,FLEX,Colby Parkinson,4.1,Zach Charbonnet,17.4,13.3,Seattle  Ricks 
2025,5,16,FLEX,TreVeyon Henderson,2.2,Hunter Henry,15.5,13.3,One-cut Heroes
2024,7,3,FLEX,Quentin Johnston,12.4,Cole Kmet,25.700000000000003,13.3,Cee Dees in the Face
2022,9,8,RB,Devin Singletary,9.3,Jamaal Williams,22.6,13.3,Slim Pickins
2025,2,5,FLEX,Trey Benson,0.0,Evan Engram,13.3,13.3,Show Me Dem TDs
2025,2,5,TE,Jonnu Smith,0.0,Evan Engram,13.3,13.3,Show Me Dem TDs
2022,6,16,FLEX,Zay Jones,2.1,Rachaad White,15.3,13.2,Whos Yurdatty
2022,5,5,TE,T.J. Hockenson,1.6,David Njoku,14.8,13.2,One-cut Heroes
2022,1,8,FLEX,Chris Olave,10.2,Rondale Moore,23.4,13.2,D. Adams Family
2025,8,16,WR,Michael Pittman Jr.,7.2,Quentin Johnston,20.4,13.2,Run CMC
2025,7,5,FLEX,Chris Godwin Jr.,5.6,Darren Waller,18.8,13.2,Allen to this!
2025,1,4,FLEX,Cooper Kupp,6.6,RJ Harvey,19.8,13.2,"Two Gibbs, One Kupp"
2023,1,13,WR,Tank Dell,0.0,Jaxon Smith-Njigba,13.2,13.2,MaChungus
2025,1,14,TE,Travis Kelce,1.8,Kyle Pitts Sr.,15.0,13.2,"Two Gibbs, One Kupp"
2023,5,11,QB,Matthew Stafford,11.7,Jordan Love,24.880000000000003,13.18,One-cut Heroes
2022,9,13,FLEX,Devin Singletary,11.100000000000001,Garrett Wilson,24.2,13.1,Slim Pickins
2023,2,2,FLEX,AJ Dillon,7.3,Adam Thielen,20.4,13.1,Show Me Dem TDs
