season,team_id,week,slot,starter_name,starter_points,bench_alternative,bench_points,points_left_on_bench,team_name
2024,9,17,QB,Jordan Love,16.0,Russell Wilson,17.7,1.7,Cartel Del Taco
2023,7,6,WR,Michael Thomas,9.5,Rashee Rice,11.2,1.7,Put it Justin??
2024,2,4,FLEX,DeMario Douglas,4.3,Ja'Lynn Polk,6.0,1.7,Show Me Dem TDs
2022,11,14,RB,Saquon Barkley,6.800000000000001,D'Onta Foreman,8.5,1.7,Seattle  Ricks 
2025,3,9,RB,Kimani Vidal,3.0,Jordan Mason,4.699999999999999,1.7,Shooting Ropes💦
2023,2,3,FLEX,Jaxon Smith-Njigba,2.0,Chigoziem Okonkwo,3.7,1.7,Show Me Dem TDs
2022,7,11,TE,Mark Andrews,12.3,Dawson Knox,14.0,1.7,Worst Cook
2024,2,10,FLEX,DeMario Douglas,9.0,Trey Benson,10.7,1.7,Show Me Dem TDs
2024,3,1,TE,Dalton Kincaid,2.1,Hunter Henry,3.8,1.7,Kareemin' My Jeans
2025,9,17,WR,Nico Collins,8.7,Jerry Jeudy,10.4,1.7,Cartel Del Taco
2025,8,11,TE,Dallas Goedert,4.4,Oronde Gadsden,6.1000000000000005,1.7,Run CMC
2025,4,17,FLEX,A.J. Brown,11.8,Ricky Pearsall,13.5,1.7,Flipadelphia Cheesestoinks
2023,7,3,RB,Joshua Kelley,2.7,Kendre Miller,4.4,1.7,Put it Justin??
2025,5,3,RB,Chase Brown,6.0,TreVeyon Henderson,7.700000000000001,1.7,One-cut Heroes
2022,12,12,RB,Jonathan Taylor,18.8,Brian Robinson Jr.,20.5,1.7,Shart City Poo Bums
2024,12,11,WR,Garrett Wilson,5.8,Amari Cooper,7.5,1.7,El Ultimo Hombre
2022,5,3,QB,Jared Goff,15.880000000000003,Marcus Mariota,17.560000000000002,1.68,One-cut Heroes
2022,10,12,QB,Patrick Mahomes,20.400000000000002,Tom Brady,22.04,1.64,Team Clucker Fuckers
2024,3,2,QB,Trevor Lawrence,13.3,Gardner Minshew,14.940000000000001,1.64,Kareemin' My Jeans
2025,8,3,QB,Dak Prescott,14.04,Aaron Rodgers,15.66,1.62,Run CMC
2023,3,3,RB,Tyler Allgeier,4.9,Devin Singletary,6.500000000000001,1.6,Kareemin' My Jeans
2023,10,8,WR,Keenan Allen,14.9,Diontae Johnson,16.5,1.6,Team Clucker Fuckers
2022,7,1,FLEX,Rashod Bateman,16.9,Miles Sanders,18.5,1.6,Worst Cook
2023,1,5,WR,Tank Dell,8.3,K.J. Osborn,9.9,1.6,MaChungus
2024,4,2,RB,Gus Edwards,5.9,Tyler Allgeier,7.500000000000001,1.6,Greendale Human Beings
2025,10,7,FLEX,Drake London,8.2,Emeka Egbuka,9.8,1.6,Team Clucker Fuckers
2022,12,4,WR,Romeo Doubs,13.7,Jerry Jeudy,15.3,1.6,Shart City Poo Bums
2023,7,15,RB,De'Von Achane,9.2,Keaton Mitchell,10.8,1.6,Put it Justin??
2022,5,12,FLEX,CeeDee Lamb,17.700000000000003,Samaje Perine,19.3,1.6,One-cut Heroes
2025,5,9,WR,Jauan Jennings,14.100000000000001,Josh Downs,15.7,1.6,One-cut Heroes
2025,1,3,FLEX,Jameson Williams,6.3,Kyle Pitts Sr.,7.9,1.6,"Two Gibbs, One Kupp"
2023,3,8,WR,Stefon Diggs,16.0,Garrett Wilson,17.6,1.6,Kareemin' My Jeans
2024,5,4,WR,Darnell Mooney,8.600000000000001,Deebo Samuel Sr.,10.200000000000001,1.6,One-cut Heroes
2022,7,15,WR,Marquise Brown,5.9,Curtis Samuel,7.5,1.6,Worst Cook
2025,4,12,RB,David Montgomery,6.7,Chuba Hubbard,8.3,1.6,Flipadelphia Cheesestoinks
2025,5,8,FLEX,Hunter Henry,7.7,Tez Johnson,9.3,1.6,One-cut Heroes
2022,9,14,RB,Jamaal Williams,3.7,Devin Singletary,5.300000000000001,1.6,Slim Pickins
2022,6,2,RB,Rhamondre Stevenson,6.1000000000000005,Nyheim Hines,7.7,1.6,Whos Yurdatty
2025,11,4,FLEX,Jakobi Meyers,7.0,Rachaad White,8.600000000000001,1.6,Seattle  Ricks 
2024,11,17,FLEX,Jaxon Smith-Njigba,6.2,Xavier Legette,7.800000000000001,1.6,Seattle  Ricks 
2022,8,10,RB,D'Andre Swift,8.2,Elijah Mitchell,9.8,1.6,False Shart
2024,12,1,FLEX,Calvin Ridley,8.0,Bucky Irving,9.6,1.6,El Ultimo Hombre
2024,10,8,WR,Courtland Sutton,17.12,Chris Olave,18.700000000000003,1.58,Team Clucker Fuckers
2024,8,13,QB,Sam Darnold,23.6,Anthony Richardson,25.16,1.56,Here's to you
2023,8,8,QB,Baker Mayfield,25.380000000000003,Joshua Dobbs,26.92,1.54,False Shart
2025,10,17,FLEX,Jordan Addison,15.5,Devin Singletary,17.0,1.5,Team Clucker Fuckers
2022,1,8,RB,Darrell Henderson Jr.,5.0,Gus Edwards,6.5,1.5,D. Adams Family
2023,12,7,WR,Elijah Moore,9.9,Jerry Jeudy,11.4,1.5,El Ultimo Hombre
2023,11,8,FLEX,James Cook,8.3,Michael Wilson,9.8,1.5,Seattle  Ricks 
2022,7,14,FLEX,Joe Mixon,12.600000000000001,Dawson Knox,14.100000000000001,1.5,Worst Cook
2023,9,15,RB,Antonio Gibson,8.5,Roschon Johnson,10.0,1.5,Olivas - Alone
2023,10,2,RB,Najee Harris,5.3,Khalil Herbert,6.800000000000001,1.5,Team Clucker Fuckers
2025,10,6,RB,Hassan Haskins,3.3000000000000003,Bhayshul Tuten,4.800000000000001,1.5,Team Clucker Fuckers
2023,10,11,RB,Najee Harris,4.6,Khalil Herbert,6.1,1.5,Team Clucker Fuckers
2024,1,7,FLEX,J.K. Dobbins,9.6,Tutu Atwell,11.100000000000001,1.5,LaPorta Potty
2024,3,10,WR,DeVonta Smith,3.4000000000000004,Jordan Addison,4.9,1.5,Kareemin' My Jeans
2025,2,2,WR,Calvin Ridley,8.7,Cedric Tillman,10.2,1.5,Show Me Dem TDs
2023,3,11,FLEX,Christian Kirk,7.800000000000001,Terry McLaurin,9.3,1.5,Kareemin' My Jeans
2024,2,2,WR,Stefon Diggs,7.7,Ja'Lynn Polk,9.2,1.5,Show Me Dem TDs
2023,1,10,FLEX,Jaxon Smith-Njigba,9.3,Ezekiel Elliott,10.8,1.5,MaChungus
2023,1,14,WR,Dontayvion Wicks,4.0,K.J. Osborn,5.5,1.5,MaChungus
2022,8,8,QB,Josh Allen,21.62,Geno Smith,23.08,1.46,False Shart
2024,8,11,QB,Sam Darnold,28.64,Anthony Richardson,30.08,1.44,Here's to you
2022,4,1,FLEX,Elijah Moore,9.9,Khalil Herbert,11.3,1.4,Greendale Human Beings
2025,5,3,RB,Ashton Jeanty,6.300000000000001,TreVeyon Henderson,7.700000000000001,1.4,One-cut Heroes
2025,10,5,RB,Jaydon Blue,0.7000000000000001,Bhayshul Tuten,2.1,1.4,Team Clucker Fuckers
2023,10,7,FLEX,Zay Flowers,11.5,Diontae Johnson,12.9,1.4,Team Clucker Fuckers
2022,11,2,RB,Austin Ekeler,18.4,Tony Pollard,19.8,1.4,Seattle  Ricks 
2023,5,15,WR,Davante Adams,24.1,Chris Godwin,25.5,1.4,One-cut Heroes
2023,4,10,RB,Chuba Hubbard,5.9,James Conner,7.300000000000001,1.4,Greendale Human Beings
2024,10,7,FLEX,Michael Pittman Jr.,9.3,Tyler Conklin,10.7,1.4,Team Clucker Fuckers
2025,6,17,FLEX,Tee Higgins,9.9,Deebo Samuel,11.3,1.4,Whos Yurdatty
2023,1,3,WR,Rashid Shaheed,6.0,Curtis Samuel,7.4,1.4,MaChungus
2023,10,17,QB,Gardner Minshew,18.26,Derek Carr,19.58,1.32,Team Clucker Fuckers
2022,12,17,RB,Zack Moss,7.4,Brian Robinson Jr.,8.700000000000001,1.3,Shart City Poo Bums
2023,1,17,WR,Jaxon Smith-Njigba,8.2,Jameson Williams,9.5,1.3,MaChungus
2025,3,10,FLEX,Parker Washington,17.9,Juwan Johnson,19.200000000000003,1.3,Shooting Ropes💦
2024,7,13,RB,Breece Hall,6.0,Ameer Abdullah,7.300000000000001,1.3,Cee Dees in the Face
2023,8,4,RB,Travis Etienne Jr.,10.2,Jaylen Warren,11.5,1.3,False Shart
2022,2,4,RB,Ezekiel Elliott,10.100000000000001,Tyler Allgeier,11.4,1.3,Show Me Dem TDs
2024,1,13,RB,Derrick Henry,14.100000000000001,David Montgomery,15.4,1.3,LaPorta Potty
2024,4,2,WR,Christian Watson,0.0,Curtis Samuel,1.3,1.3,Greendale Human Beings
2024,1,8,WR,Tank Dell,13.5,Darius Slayton,14.8,1.3,LaPorta Potty
2024,11,7,FLEX,Tyler Lockett,8.5,Allen Lazard,9.8,1.3,Seattle  Ricks 
2025,1,3,TE,Travis Kelce,6.6,Kyle Pitts Sr.,7.9,1.3,"Two Gibbs, One Kupp"
2022,5,16,FLEX,Gabe Davis,11.5,AJ Dillon,12.8,1.3,One-cut Heroes
2022,4,11,WR,Jarvis Landry,12.3,Darius Slayton,13.6,1.3,Greendale Human Beings
2025,6,3,RB,Jacory Croskey-Merritt,10.1,Kareem Hunt,11.4,1.3,Whos Yurdatty
2022,11,2,TE,Dalton Schultz,1.8,Noah Fant,3.1,1.3,Seattle  Ricks 
2025,10,16,FLEX,Wan'Dale Robinson,5.2,Michael Carter,6.5,1.3,Team Clucker Fuckers
2025,10,8,WR,Emeka Egbuka,6.5,Wan'Dale Robinson,7.800000000000001,1.3,Team Clucker Fuckers
2024,7,15,TE,Tucker Kraft,5.4,Mike Gesicki,6.7,1.3,Cee Dees in the Face
2022,9,1,RB,Christian McCaffrey,15.700000000000001,Michael Carter,17.0,1.3,Slim Pickins
2024,4,10,FLEX,Cooper Kupp,15.0,Jauan Jennings,16.3,1.3,Greendale Human Beings
2022,10,4,WR,DJ Moore,12.1,Darnell Mooney,13.4,1.3,Team Clucker Fuckers
2023,2,11,QB,Jalen Hurts,18.9,Dak Prescott,20.16,1.26,Show Me Dem TDs
2023,5,12,QB,Matthew Stafford,31.36,Jordan Love,32.620000000000005,1.26,One-cut Heroes
2022,1,9,QB,Joe Burrow,21.14,Derek Carr,22.36,1.22,D. Adams Family
2025,9,16,TE,Theo Johnson,0.0,T.J. Hockenson,1.2,1.2,Cartel Del Taco
2025,6,2,WR,Mike Evans,10.600000000000001,Romeo Doubs,11.8,1.2,Whos Yurdatty
2022,9,7,RB,Christian McCaffrey,8.200000000000001,Michael Carter,9.4,1.2,Slim Pickins
2025,6,6,FLEX,Tre Tucker,12.0,Matthew Golden,13.2,1.2,Whos Yurdatty
2022,10,9,TE,Kyle Pitts,4.7,Robert Tonyan,5.9,1.2,Team Clucker Fuckers
2023,1,3,RB,Kyren Williams,8.5,Ezekiel Elliott,9.7,1.2,MaChungus
2025,6,10,FLEX,Oronde Gadsden,4.3,Tre Tucker,5.5,1.2,Whos Yurdatty
2023,5,1,WR,DJ Moore,4.5,Odell Beckham Jr.,5.7,1.2,One-cut Heroes
2023,5,9,WR,DJ Moore,5.4,Romeo Doubs,6.6,1.2,One-cut Heroes
2023,5,10,WR,DJ Moore,10.9,Romeo Doubs,12.1,1.2,One-cut Heroes
2025,11,16,WR,Amon-Ra St. Brown,9.4,Troy Franklin,10.600000000000001,1.2,Seattle  Ricks 
2023,7,6,FLEX,Joshua Palmer,10.0,Rashee Rice,11.2,1.2,Put it Justin??
2025,8,5,WR,Keenan Allen,10.8,Brian Thomas Jr.,12.0,1.2,Run CMC
2024,7,1,TE,Dalton Schultz,4.6,Zach Ertz,5.800000000000001,1.2,Cee Dees in the Face
2022,7,6,WR,Curtis Samuel,2.6,Michael Gallup,3.8,1.2,Worst Cook
2022,11,5,WR,Brandon Aiyuk,8.8,Chase Claypool,10.0,1.2,Seattle  Ricks 
2022,4,10,FLEX,DeVonta Smith,13.9,Nick Chubb,15.100000000000001,1.2,Greendale Human Beings
2025,3,13,WR,Justin Jefferson,2.4,Parker Washington,3.6,1.2,Shooting Ropes💦
2022,6,17,WR,Tyreek Hill,15.7,Jakobi Meyers,16.9,1.2,Whos Yurdatty
2025,3,11,FLEX,Romeo Doubs,9.3,Jordan Mason,10.5,1.2,Shooting Ropes💦
2024,8,15,QB,Sam Darnold,13.24,Anthony Richardson,14.379999999999999,1.14,Here's to you
2022,7,8,RB,Josh Jacobs,7.4,Eno Benjamin,8.5,1.1,Worst Cook
2022,11,10,WR,Tyler Lockett,13.2,Julio Jones,14.3,1.1,Seattle  Ricks 
2022,1,2,RB,James Conner,7.1,Cam Akers,8.200000000000001,1.1,D. Adams Family
2025,6,9,RB,Bam Knight,6.7,Tony Pollard,7.800000000000001,1.1,Whos Yurdatty
2025,4,15,WR,DK Metcalf,14.5,Ricky Pearsall,15.600000000000001,1.1,Flipadelphia Cheesestoinks
2025,9,12,RB,Jaylen Warren,12.8,Breece Hall,13.9,1.1,Cartel Del Taco
2024,8,8,RB,James Conner,14.9,Raheem Mostert,16.0,1.1,Here's to you
2024,5,9,FLEX,Brian Thomas Jr.,6.2,Cam Akers,7.300000000000001,1.1,One-cut Heroes
2022,6,7,FLEX,Rashod Bateman,8.2,Nyheim Hines,9.3,1.1,Whos Yurdatty
2023,2,1,FLEX,Adam Thielen,3.2,Jaxon Smith-Njigba,4.3,1.1,Show Me Dem TDs
2022,6,13,FLEX,Deebo Samuel,12.3,Donovan Peoples-Jones,13.4,1.1,Whos Yurdatty
2025,11,10,RB,Rachaad White,10.4,Brian Robinson Jr.,11.500000000000002,1.1,Seattle  Ricks 
2023,2,11,RB,Latavius Murray,3.5,Tyjae Spears,4.6000000000000005,1.1,Show Me Dem TDs
2022,3,3,FLEX,Adam Thielen,18.1,Christian Kirk,19.2,1.1,Kareemin' My Jeans
2022,9,11,FLEX,Michael Carter,2.7,Nelson Agholor,3.8,1.1,Slim Pickins
2022,7,3,RB,Dalvin Cook,13.600000000000001,Josh Jacobs,14.700000000000001,1.1,Worst Cook
2025,12,2,FLEX,Ladd McConkey,9.8,Dylan Sampson,10.9,1.1,Blunder Bust 2000
2025,6,13,RB,Kareem Hunt,9.0,Chris Rodriguez Jr.,10.100000000000001,1.1,Whos Yurdatty
2025,12,16,WR,Michael Wilson,13.2,Ladd McConkey,14.3,1.1,Blunder Bust 2000
2023,3,14,WR,Stefon Diggs,6.4,Jakobi Meyers,7.5,1.1,Kareemin' My Jeans
2024,12,8,TE,Evan Engram,13.6,Zach Ertz,14.7,1.1,El Ultimo Hombre
2022,5,13,FLEX,CeeDee Lamb,20.400000000000002,Samaje Perine,21.5,1.1,One-cut Heroes
2023,4,13,FLEX,Isiah Pacheco,21.3,Chuba Hubbard,22.4,1.1,Greendale Human Beings
2024,10,11,TE,Travis Kelce,2.8,Chig Okonkwo,3.9000000000000004,1.1,Team Clucker Fuckers
2022,6,13,TE,George Kittle,4.2,Dalton Schultz,5.300000000000001,1.1,Whos Yurdatty
2023,6,7,RB,Raheem Mostert,6.1,Zack Moss,7.2,1.1,Whos Yurdatty
2023,3,16,QB,Justin Fields,26.5,Russell Wilson,27.52,1.02,Kareemin' My Jeans
2023,11,3,FLEX,Deebo Samuel,25.1,Mike Williams,26.1,1.0,Seattle  Ricks 
2024,5,13,FLEX,Brian Thomas Jr.,18.7,Jayden Reed,19.700000000000003,1.0,One-cut Heroes
2024,4,6,RB,Jerome Ford,1.4000000000000001,Tank Bigsby,2.4000000000000004,1.0,Greendale Human Beings
2022,8,14,K,Harrison Butker,11.0,Daniel Carlson,12.0,1.0,False Shart
2022,10,3,K,Justin Tucker,8.0,Matt Gay,9.0,1.0,Team Clucker Fuckers
2023,8,3,WR,CeeDee Lamb,10.200000000000001,Jordan Addison,11.2,1.0,False Shart
2025,9,16,D/ST,Browns D/ST,4.0,Steelers D/ST,5.0,1.0,Cartel Del Taco
2023,9,12,K,Cameron Dicker,4.0,Evan McPherson,5.0,1.0,Olivas - Alone
2024,7,13,D/ST,Rams D/ST,1.0,Bears D/ST,2.0,1.0,Cee Dees in the Face
2023,9,11,K,Cameron Dicker,8.0,Evan McPherson,9.0,1.0,Olivas - Alone
2022,12,13,RB,Brian Robinson Jr.,13.100000000000001,Leonard Fournette,14.100000000000001,1.0,Shart City Poo Bums
2025,4,16,D/ST,Dolphins D/ST,-3.0,Packers D/ST,-2.0,1.0,Flipadelphia Cheesestoinks
2022,11,15,TE,Noah Fant,14.2,Taysom Hill,15.2,1.0,Seattle  Ricks 
2022,2,3,D/ST,Dolphins D/ST,5.0,Colts D/ST,6.0,1.0,Show Me Dem TDs
2022,2,1,FLEX,Kadarius Toney,2.3000000000000003,Russell Gage,3.3,1.0,Show Me Dem TDs
2025,9,13,D/ST,Browns D/ST,3.0,Steelers D/ST,4.0,1.0,Cartel Del Taco
2023,1,17,D/ST,Ravens D/ST,9.0,Jets D/ST,10.0,1.0,MaChungus
2023,1,4,FLEX,Jerome Ford,9.5,Christian Watson,10.5,1.0,MaChungus
2024,11,11,D/ST,Lions D/ST,11.0,Broncos D/ST,12.0,1.0,Seattle  Ricks 
2024,2,13,D/ST,Texans D/ST,2.0,Vikings D/ST,3.0,1.0,Show Me Dem TDs
2024,1,10,FLEX,D'Andre Swift,7.5,J.K. Dobbins,8.5,1.0,LaPorta Potty
2023,9,3,QB,Josh Allen,23.32,Brock Purdy,24.3,0.98,Olivas - Alone
2024,6,8,QB,Tua Tagovailoa,16.66,Dak Prescott,17.62,0.96,Whos Yurdatty
2025,5,17,QB,Jacoby Brissett,20.48,Baker Mayfield,21.439999999999998,0.96,One-cut Heroes
2023,4,8,RB,Isiah Pacheco,6.7,Craig Reynolds,7.6000000000000005,0.9,Greendale Human Beings
2025,12,2,RB,Kyren Williams,10.000000000000002,Dylan Sampson,10.9,0.9,Blunder Bust 2000
2024,3,10,RB,Austin Ekeler,18.099999999999998,Rachaad White,19.0,0.9,Kareemin' My Jeans
2025,8,2,FLEX,Travis Etienne Jr.,16.900000000000002,George Pickens,17.8,0.9,Run CMC
2023,10,15,RB,Najee Harris,1.3000000000000003,Khalil Herbert,2.2,0.9,Team Clucker Fuckers
2022,7,17,RB,Josh Jacobs,19.5,Cordarrelle Patterson,20.4,0.9,Worst Cook
2024,5,12,FLEX,Cam Akers,3.5000000000000004,Jaleel McLaughlin,4.4,0.9,One-cut Heroes
2023,9,15,FLEX,Gerald Everett,9.100000000000001,Roschon Johnson,10.0,0.9,Olivas - Alone
2025,3,4,RB,Jordan Mason,10.2,Tyler Allgeier,11.100000000000001,0.9,Shooting Ropes💦
2023,6,6,WR,Gabe Davis,3.1,Tutu Atwell,4.0,0.9,Whos Yurdatty
2023,6,12,RB,Austin Ekeler,9.4,Jeff Wilson Jr.,10.3,0.9,Whos Yurdatty
2023,7,15,TE,Dallas Goedert,7.1,Darren Waller,8.0,0.9,Put it Justin??
2023,3,10,WR,Stefon Diggs,6.4,Terry McLaurin,7.300000000000001,0.9,Kareemin' My Jeans
2025,7,17,RB,Saquon Barkley,6.800000000000001,Kyle Monangai,7.700000000000001,0.9,Allen to this!
2024,6,4,RB,Aaron Jones,17.900000000000002,Tony Pollard,18.8,0.9,Whos Yurdatty
2022,7,2,FLEX,Curtis Samuel,22.9,Rashod Bateman,23.8,0.9,Worst Cook
2023,2,9,FLEX,AJ Dillon,5.3,Tyjae Spears,6.2,0.9,Show Me Dem TDs
2025,8,1,QB,Dak Prescott,7.82,C.J. Stroud,8.72,0.9,Run CMC
2023,2,10,FLEX,AJ Dillon,9.1,Tyjae Spears,10.0,0.9,Show Me Dem TDs
2022,1,7,WR,Davante Adams,17.5,Terry McLaurin,18.3,0.8,D. Adams Family
2025,9,12,RB,Kenneth Walker III,13.100000000000001,Breece Hall,13.9,0.8,Cartel Del Taco
2023,1,6,RB,Jerome Ford,11.1,Ezekiel Elliott,11.9,0.8,MaChungus
2022,10,3,FLEX,Drake London,14.4,Breece Hall,15.200000000000001,0.8,Team Clucker Fuckers
2025,6,16,RB,Blake Corum,13.100000000000001,Chris Rodriguez Jr.,13.9,0.8,Whos Yurdatty
2023,10,1,RB,Rhamondre Stevenson,14.9,Breece Hall,15.700000000000001,0.8,Team Clucker Fuckers
2025,2,16,FLEX,Josh Jacobs,4.800000000000001,Evan Engram,5.6,0.8,Show Me Dem TDs
2024,7,4,TE,Cole Kmet,6.4,Zach Ertz,7.2,0.8,Cee Dees in the Face
2025,4,9,RB,David Montgomery,11.0,Aaron Jones Sr.,11.8,0.8,Flipadelphia Cheesestoinks
2025,2,15,RB,Tyler Allgeier,1.8,Chris Brooks,2.6,0.8,Show Me Dem TDs
2024,3,16,WR,Jordan Addison,14.5,Zay Flowers,15.3,0.8,Kareemin' My Jeans
2022,3,12,RB,Travis Etienne Jr.,0.30000000000000004,Alexander Mattison,1.1,0.8,Kareemin' My Jeans
2023,4,3,FLEX,Mike Evans,17.0,Jerick McKinnon,17.8,0.8,Greendale Human Beings
2023,5,6,RB,Bijan Robinson,13.0,Saquon Barkley,13.8,0.8,One-cut Heroes
2022,6,4,RB,Antonio Gibson,9.3,Raheem Mostert,10.100000000000001,0.8,Whos Yurdatty
2022,4,14,FLEX,Marvin Jones Jr.,3.2,Will Dissly,4.0,0.8,Greendale Human Beings
2024,9,4,WR,Marvin Harrison Jr.,15.5,George Pickens,16.3,0.8,Cartel Del Taco
2024,5,2,WR,Deebo Samuel Sr.,18.0,Darnell Mooney,18.8,0.8,One-cut Heroes
2025,11,4,RB,Derrick Henry,7.800000000000001,Rachaad White,8.600000000000001,0.8,Seattle  Ricks 
2022,12,13,RB,Jonathan Taylor,13.3,Leonard Fournette,14.100000000000001,0.8,Shart City Poo Bums
2022,10,8,FLEX,Kareem Hunt,11.2,Darnell Mooney,12.0,0.8,Team Clucker Fuckers
2025,5,4,FLEX,Hunter Henry,11.9,TreVeyon Henderson,12.6,0.7,One-cut Heroes
2022,3,2,FLEX,Amari Cooper,25.1,Christian Kirk,25.8,0.7,Kareemin' My Jeans
2025,8,2,WR,Keenan Allen,17.1,George Pickens,17.8,0.7,Run CMC
2022,12,6,FLEX,Brian Robinson Jr.,12.0,Dawson Knox,12.7,0.7,Shart City Poo Bums
2022,11,1,FLEX,Rashaad Penny,8.7,Chase Claypool,9.4,0.7,Seattle  Ricks 
2025,7,11,RB,Saquon Barkley,10.0,Kyle Monangai,10.700000000000001,0.7,Allen to this!
2024,4,12,WR,Jauan Jennings,9.0,Wan'Dale Robinson,9.7,0.7,Greendale Human Beings
2024,7,11,WR,Terry McLaurin,2.0,Romeo Doubs,2.7,0.7,Cee Dees in the Face
2022,4,1,RB,Najee Harris,10.600000000000001,Khalil Herbert,11.3,0.7,Greendale Human Beings
2024,7,6,FLEX,Terry McLaurin,23.3,Cole Kmet,24.0,0.7,Cee Dees in the Face
2023,12,12,RB,Alexander Mattison,8.3,Zack Moss,9.0,0.7,El Ultimo Hombre
2025,10,16,WR,Emeka Egbuka,5.0,Drake London,5.7,0.7,Team Clucker Fuckers
2023,4,4,WR,DeAndre Hopkins,10.3,Michael Gallup,11.0,0.7,Greendale Human Beings
2022,5,11,RB,Clyde Edwards-Helaire,0.9,Caleb Huntley,1.5999999999999999,0.7,One-cut Heroes
2024,11,5,QB,Brock Purdy,15.060000000000002,Aaron Rodgers,15.759999999999998,0.7,Seattle  Ricks 
2023,2,8,QB,Jalen Hurts,35.36,Dak Prescott,36.06,0.7,Show Me Dem TDs
2024,10,1,WR,Michael Pittman Jr.,7.1,Courtland Sutton,7.800000000000001,0.7,Team Clucker Fuckers
2025,1,6,RB,Jacory Croskey-Merritt,5.800000000000001,RJ Harvey,6.5,0.7,"Two Gibbs, One Kupp"
2022,1,7,FLEX,Chris Olave,17.6,Terry McLaurin,18.3,0.7,D. Adams Family
2024,1,8,WR,Malik Nabers,14.100000000000001,Darius Slayton,14.8,0.7,LaPorta Potty
2023,3,12,WR,Stefon Diggs,19.4,Jakobi Meyers,20.1,0.7,Kareemin' My Jeans
2023,5,6,FLEX,Josh Downs,13.1,Saquon Barkley,13.8,0.7,One-cut Heroes
2022,10,8,WR,Brandin Cooks,11.3,Darnell Mooney,12.0,0.7,Team Clucker Fuckers
2023,5,17,FLEX,Saquon Barkley,8.8,Tyler Conklin,9.5,0.7,One-cut Heroes
2022,7,12,WR,Marquise Brown,10.600000000000001,Michael Gallup,11.3,0.7,Worst Cook
2022,9,1,WR,DK Metcalf,8.6,Garrett Wilson,9.2,0.6,Slim Pickins
2022,9,3,FLEX,Devin Singletary,24.1,Jamaal Williams,24.700000000000003,0.6,Slim Pickins
2024,2,3,FLEX,Jerry Jeudy,8.7,Ray Davis,9.299999999999999,0.6,Show Me Dem TDs
2023,5,5,FLEX,Damien Harris,1.3,Roschon Johnson,1.9000000000000001,0.6,One-cut Heroes
2022,5,13,RB,AJ Dillon,20.900000000000002,Samaje Perine,21.5,0.6,One-cut Heroes
2023,7,15,WR,Brandon Aiyuk,6.7,Tyler Boyd,7.300000000000001,0.6,Put it Justin??
2022,9,11,WR,Garrett Wilson,3.2,Nelson Agholor,3.8,0.6,Slim Pickins
2023,11,1,RB,Josh Jacobs,9.100000000000001,Javonte Williams,9.7,0.6,Seattle  Ricks 
2023,9,14,RB,Brian Robinson Jr.,0.0,Roschon Johnson,0.6000000000000001,0.6,Olivas - Alone
2025,4,10,FLEX,Rico Dowdle,15.3,Aaron Jones Sr.,15.899999999999999,0.6,Flipadelphia Cheesestoinks
2022,12,12,FLEX,Rachaad White,19.9,Brian Robinson Jr.,20.5,0.6,Shart City Poo Bums
2022,12,8,WR,Diontae Johnson,8.5,Parris Campbell,9.100000000000001,0.6,Shart City Poo Bums
2022,11,15,FLEX,Tony Pollard,14.6,Taysom Hill,15.2,0.6,Seattle  Ricks 
2022,12,5,FLEX,Romeo Doubs,5.9,Hunter Renfrow,6.5,0.6,Shart City Poo Bums
2023,7,4,TE,Dallas Goedert,4.5,Darren Waller,5.1,0.6,Put it Justin??
2023,3,2,RB,Tyler Allgeier,4.800000000000001,Samaje Perine,5.4,0.6,Kareemin' My Jeans
2022,2,10,WR,Cooper Kupp,2.9,Wan'Dale Robinson,3.5,0.6,Show Me Dem TDs
2024,10,6,TE,Tyler Conklin,3.0,Chig Okonkwo,3.6,0.6,Team Clucker Fuckers
2024,9,17,FLEX,Marvin Harrison Jr.,15.600000000000001,Jaylen Warren,16.200000000000003,0.6,Cartel Del Taco
2022,5,11,RB,James Robinson,1.0,Caleb Huntley,1.5999999999999999,0.6,One-cut Heroes
2022,5,11,WR,Gabe Davis,11.8,Keenan Allen,12.4,0.6,One-cut Heroes
2024,11,17,WR,DK Metcalf,7.2,Xavier Legette,7.800000000000001,0.6,Seattle  Ricks 
2023,5,5,QB,Anthony Richardson,4.42,Jordan Love,4.98,0.56,One-cut Heroes
2025,10,6,QB,Daniel Jones,26.48,Sam Darnold,27.0,0.52,Team Clucker Fuckers
2022,8,16,WR,Stefon Diggs,4.6,Tyler Boyd,5.1,0.5,False Shart
2022,1,10,RB,Darrell Henderson Jr.,10.2,Jaylen Warren,10.7,0.5,D. Adams Family
2024,3,1,QB,Gardner Minshew,12.78,Trevor Lawrence,13.280000000000001,0.5,Kareemin' My Jeans
2023,5,5,FLEX,Romeo Doubs,1.4,Roschon Johnson,1.9000000000000001,0.5,One-cut Heroes
2024,2,1,FLEX,DeMario Douglas,3.2,Ray Davis,3.7,0.5,Show Me Dem TDs
2022,8,10,FLEX,George Pickens,14.5,Marquez Valdes-Scantling,15.0,0.5,False Shart
2022,8,17,RB,Alvin Kamara,9.0,Chuba Hubbard,9.5,0.5,False Shart
2023,6,6,RB,Alvin Kamara,17.400000000000002,Zack Moss,17.9,0.5,Whos Yurdatty
